DEPARTURE_DATE,ARRIVAL_DATE,ARRIVAL_PLACE_ID,PLACE_NAME,VESSEL_ID,VESSEL_NAME,STORAGE_CAPACITY,INFORMATION_SOURCE_ID,PARAMETER_DETAIL,FISHERY_TYPE_ID,PARAMETER_DETAIL(human consumption type),CATCH_WEIGHT_TRIP,TAXON_ID,COMMON_NAME,CATCH_WEIGHT_SPECIES,
,01-06-2018,26,CARQUIN,41017,MARIA MERCEDES                                                                                                          ,108.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,103515.0000,103,"Anchoveta, anchoveta peruana, peladilla",103515.0000,
,01-06-2018,26,CARQUIN,42857,CRUZ DE CHALPON                                                                                                         ,71.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,103850.0000,103,"Anchoveta, anchoveta peruana, peladilla",103850.0000,
,01-06-2018,26,CARQUIN,42385,MARCO ANTONIO HO                                                                                                        ,108.63,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,100875.0000,103,"Anchoveta, anchoveta peruana, peladilla",100875.0000,
,01-06-2018,26,CARQUIN,42764,"SAMA 1, MACABI 2                                                                                                        ",219.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,178720.0000,103,"Anchoveta, anchoveta peruana, peladilla",178720.0000,
,02-06-2018,26,CARQUIN,43133,KAROL                                                                                                                   ,107.60,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,97330.0000,103,"Anchoveta, anchoveta peruana, peladilla",97330.0000,
,02-06-2018,26,CARQUIN,41669,BENDICION DE DIOS                                                                                                       ,110.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,72680.0000,103,"Anchoveta, anchoveta peruana, peladilla",72680.0000,
,02-06-2018,26,CARQUIN,43152,JUANITA 2                                                                                                               ,70.04,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,57920.0000,103,"Anchoveta, anchoveta peruana, peladilla",57920.0000,
,02-06-2018,26,CARQUIN,40868,PAOLA                                                                                                                   ,103.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,82920.0000,103,"Anchoveta, anchoveta peruana, peladilla",82920.0000,
,02-06-2018,26,CARQUIN,41017,MARIA MERCEDES                                                                                                          ,108.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,102110.0000,103,"Anchoveta, anchoveta peruana, peladilla",102110.0000,
,02-06-2018,26,CARQUIN,42385,MARCO ANTONIO HO                                                                                                        ,108.63,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,104050.0000,103,"Anchoveta, anchoveta peruana, peladilla",104050.0000,
,02-06-2018,26,CARQUIN,42764,"SAMA 1, MACABI 2                                                                                                        ",219.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,32860.0000,103,"Anchoveta, anchoveta peruana, peladilla",32860.0000,
,03-06-2018,26,CARQUIN,43152,JUANITA 2                                                                                                               ,70.04,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,46110.0000,103,"Anchoveta, anchoveta peruana, peladilla",46110.0000,
,16-05-2018,26,CARQUIN,42574,"JABET II, GOLDEN A                                                                                                      ",100.16,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,92250.0000,103,"Anchoveta, anchoveta peruana, peladilla",92250.0000,
,19-05-2018,26,CARQUIN,42501,VANESSA                                                                                                                 ,94.90,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,94060.0000,103,"Anchoveta, anchoveta peruana, peladilla",94060.0000,
,19-05-2018,26,CARQUIN,41873,LOCUMBA 5                                                                                                               ,190.42,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,59800.0000,103,"Anchoveta, anchoveta peruana, peladilla",59800.0000,
,19-05-2018,26,CARQUIN,41838,VELA I                                                                                                                  ,110.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,102330.0000,103,"Anchoveta, anchoveta peruana, peladilla",102330.0000,
,19-05-2018,26,CARQUIN,40915,ANCASH 2                                                                                                                ,373.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,284775.0000,103,"Anchoveta, anchoveta peruana, peladilla",284775.0000,
,19-05-2018,26,CARQUIN,41970,MAGNOLIA BELEN                                                                                                          ,293.14,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,357630.0000,103,"Anchoveta, anchoveta peruana, peladilla",357630.0000,
,20-05-2018,26,CARQUIN,42501,VANESSA                                                                                                                 ,94.90,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,92610.0000,103,"Anchoveta, anchoveta peruana, peladilla",92610.0000,
,20-05-2018,26,CARQUIN,42497,"TIO SAMBITO, TO ZAMBITO                                                                                                 ",100.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,103380.0000,103,"Anchoveta, anchoveta peruana, peladilla",103380.0000,
,20-05-2018,26,CARQUIN,42097,ZOILA ROSA                                                                                                              ,109.30,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,98850.0000,103,"Anchoveta, anchoveta peruana, peladilla",98850.0000,
,20-05-2018,26,CARQUIN,41275,"PDA-01, DOÑA LICHA                                                                                                                                                                                      ",364.84,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,180520.0000,103,"Anchoveta, anchoveta peruana, peladilla",180520.0000,
,20-05-2018,26,CARQUIN,42574,"JABET II, GOLDEN A                                                                                                      ",100.16,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,39610.0000,103,"Anchoveta, anchoveta peruana, peladilla",39610.0000,
,21-05-2018,26,CARQUIN,42259,GUANAY                                                                                                                  ,375.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,339995.0000,103,"Anchoveta, anchoveta peruana, peladilla",339995.0000,
,21-05-2018,26,CARQUIN,41641,DON VICTOR                                                                                                              ,330.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,302280.0000,103,"Anchoveta, anchoveta peruana, peladilla",302280.0000,
,21-05-2018,26,CARQUIN,41710,"CUZCO 4, GOLDEN ROSE 15                                                                                                 ",367.80,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,232215.0000,103,"Anchoveta, anchoveta peruana, peladilla",232215.0000,
,21-05-2018,26,CARQUIN,41275,"PDA-01, DOÑA LICHA                                                                                                                                                                                      ",364.84,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,337000.0000,103,"Anchoveta, anchoveta peruana, peladilla",337000.0000,
,22-05-2018,26,CARQUIN,42385,MARCO ANTONIO HO                                                                                                        ,108.63,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,101375.0000,103,"Anchoveta, anchoveta peruana, peladilla",101375.0000,
,22-05-2018,26,CARQUIN,41489,"CLAUDIA, ESTRELLA DE MAR, CAJAMARCA 2                                                                                   ",362.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,277335.0000,103,"Anchoveta, anchoveta peruana, peladilla",277335.0000,
,22-05-2018,26,CARQUIN,41641,DON VICTOR                                                                                                              ,330.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,302120.0000,103,"Anchoveta, anchoveta peruana, peladilla",302120.0000,
,22-05-2018,26,CARQUIN,41838,VELA I                                                                                                                  ,110.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,99775.0000,103,"Anchoveta, anchoveta peruana, peladilla",99775.0000,
,23-05-2018,26,CARQUIN,42432,SALVADOR II                                                                                                             ,95.35,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,84405.0000,103,"Anchoveta, anchoveta peruana, peladilla",84405.0000,
,23-05-2018,26,CARQUIN,42385,MARCO ANTONIO HO                                                                                                        ,108.63,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,86950.0000,103,"Anchoveta, anchoveta peruana, peladilla",86950.0000,
,23-05-2018,26,CARQUIN,41641,DON VICTOR                                                                                                              ,330.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,259205.0000,103,"Anchoveta, anchoveta peruana, peladilla",259205.0000,
,23-05-2018,26,CARQUIN,41826,"PDA-03, OSQUITAR                                                                                                                                                                                        ",350.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,326775.0000,103,"Anchoveta, anchoveta peruana, peladilla",326775.0000,
,24-05-2018,26,CARQUIN,42385,MARCO ANTONIO HO                                                                                                        ,108.63,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,86840.0000,103,"Anchoveta, anchoveta peruana, peladilla",86840.0000,
,24-05-2018,26,CARQUIN,42716,KIMBERLY                                                                                                                ,115.64,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,78035.0000,103,"Anchoveta, anchoveta peruana, peladilla",78035.0000,
,24-05-2018,26,CARQUIN,41838,VELA I                                                                                                                  ,110.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,106045.0000,103,"Anchoveta, anchoveta peruana, peladilla",106045.0000,
,24-05-2018,26,CARQUIN,41641,DON VICTOR                                                                                                              ,330.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,236195.0000,103,"Anchoveta, anchoveta peruana, peladilla",236195.0000,
,25-05-2018,26,CARQUIN,43133,KAROL                                                                                                                   ,107.60,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,92905.0000,103,"Anchoveta, anchoveta peruana, peladilla",92905.0000,
,25-05-2018,26,CARQUIN,42501,VANESSA                                                                                                                 ,94.90,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,25320.0000,103,"Anchoveta, anchoveta peruana, peladilla",25320.0000,
,25-05-2018,26,CARQUIN,41645,"DON RAUL, LOCUMBA 3                                                                                                     ",227.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,76120.0000,103,"Anchoveta, anchoveta peruana, peladilla",76120.0000,
,25-05-2018,26,CARQUIN,41838,VELA I                                                                                                                  ,110.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,105210.0000,103,"Anchoveta, anchoveta peruana, peladilla",105210.0000,
,25-05-2018,26,CARQUIN,41641,DON VICTOR                                                                                                              ,330.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,141365.0000,103,"Anchoveta, anchoveta peruana, peladilla",141365.0000,
,26-05-2018,26,CARQUIN,42385,MARCO ANTONIO HO                                                                                                        ,108.63,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,106110.0000,103,"Anchoveta, anchoveta peruana, peladilla",106110.0000,
,26-05-2018,26,CARQUIN,43152,JUANITA 2                                                                                                               ,70.04,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,69420.0000,103,"Anchoveta, anchoveta peruana, peladilla",69420.0000,
,26-05-2018,26,CARQUIN,41645,"DON RAUL, LOCUMBA 3                                                                                                     ",227.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,219135.0000,103,"Anchoveta, anchoveta peruana, peladilla",219135.0000,
,26-05-2018,26,CARQUIN,43384,DON RAUL IV                                                                                                             ,325.13,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,306305.0000,103,"Anchoveta, anchoveta peruana, peladilla",306305.0000,
,26-05-2018,26,CARQUIN,41838,VELA I                                                                                                                  ,110.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,110465.0000,103,"Anchoveta, anchoveta peruana, peladilla",110465.0000,
,26-05-2018,26,CARQUIN,41275,"PDA-01, DOÑA LICHA                                                                                                                                                                                      ",364.84,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,322020.0000,103,"Anchoveta, anchoveta peruana, peladilla",322020.0000,
,27-05-2018,26,CARQUIN,40794,VALENTINA                                                                                                               ,113.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,104295.0000,103,"Anchoveta, anchoveta peruana, peladilla",104295.0000,
,27-05-2018,26,CARQUIN,42385,MARCO ANTONIO HO                                                                                                        ,108.63,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,101190.0000,103,"Anchoveta, anchoveta peruana, peladilla",101190.0000,
,27-05-2018,26,CARQUIN,41645,"DON RAUL, LOCUMBA 3                                                                                                     ",227.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,188450.0000,103,"Anchoveta, anchoveta peruana, peladilla",188450.0000,
,27-05-2018,26,CARQUIN,42330,BALLESTAS 1                                                                                                             ,226.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,224970.0000,103,"Anchoveta, anchoveta peruana, peladilla",224970.0000,
,27-05-2018,26,CARQUIN,41826,"PDA-03, OSQUITAR                                                                                                                                                                                        ",350.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,179640.0000,103,"Anchoveta, anchoveta peruana, peladilla",179640.0000,
,28-05-2018,26,CARQUIN,42385,MARCO ANTONIO HO                                                                                                        ,108.63,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,110690.0000,103,"Anchoveta, anchoveta peruana, peladilla",110690.0000,
,28-05-2018,26,CARQUIN,42097,ZOILA ROSA                                                                                                              ,109.30,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,69570.0000,103,"Anchoveta, anchoveta peruana, peladilla",69570.0000,
,28-05-2018,26,CARQUIN,41459,DON MAÑUCO                                                                                                              ,122.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,91050.0000,103,"Anchoveta, anchoveta peruana, peladilla",91050.0000,
,28-05-2018,26,CARQUIN,41022,"MATEO, ERIK, ERICK,TORTUGA 9                                                                                            ",267.60,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,248395.0000,103,"Anchoveta, anchoveta peruana, peladilla",248395.0000,
,28-05-2018,26,CARQUIN,42764,"SAMA 1, MACABI 2                                                                                                        ",219.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,218980.0000,103,"Anchoveta, anchoveta peruana, peladilla",218980.0000,
,29-05-2018,26,CARQUIN,40794,VALENTINA                                                                                                               ,113.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,101890.0000,103,"Anchoveta, anchoveta peruana, peladilla",101890.0000,
,29-05-2018,26,CARQUIN,42764,"SAMA 1, MACABI 2                                                                                                        ",219.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,111925.0000,103,"Anchoveta, anchoveta peruana, peladilla",111925.0000,
,29-05-2018,26,CARQUIN,41838,VELA I                                                                                                                  ,110.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,101705.0000,103,"Anchoveta, anchoveta peruana, peladilla",101705.0000,
,29-05-2018,26,CARQUIN,41043,AREQUIPA 5                                                                                                              ,372.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,296350.0000,103,"Anchoveta, anchoveta peruana, peladilla",296350.0000,
,30-05-2018,26,CARQUIN,43097,SEÑOR DEL MAR IV                                                                                                        ,61.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,20095.0000,103,"Anchoveta, anchoveta peruana, peladilla",20095.0000,
,11-05-2018,53,VEGUETA,43019,"TASA 21, LOBO I                                                                                                         ",272.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,51320.0000,103,"Anchoveta, anchoveta peruana, peladilla",51320.0000,
,12-05-2018,53,VEGUETA,42138,"TASA 420, GUILLERMO                                                                                                     ",473.13,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,238645.0000,103,"Anchoveta, anchoveta peruana, peladilla",238645.0000,
,12-05-2018,53,VEGUETA,42107,"TASA 36, FLAMINGO                                                                                                       ",276.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,233225.0000,103,"Anchoveta, anchoveta peruana, peladilla",233225.0000,
,12-05-2018,53,VEGUETA,40975,"TASA 37, COSTA AZUL                                                                                                     ",321.56,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,117190.0000,103,"Anchoveta, anchoveta peruana, peladilla",117190.0000,
,03-06-2018,26,CARQUIN,40903,PONTEVEDRA                                                                                                              ,104.30,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,96350.0000,103,"Anchoveta, anchoveta peruana, peladilla",96350.0000,
,03-06-2018,26,CARQUIN,41017,MARIA MERCEDES                                                                                                          ,108.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,99555.0000,103,"Anchoveta, anchoveta peruana, peladilla",99555.0000,
,03-06-2018,26,CARQUIN,40868,PAOLA                                                                                                                   ,103.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,73230.0000,103,"Anchoveta, anchoveta peruana, peladilla",73230.0000,
,09-04-2018,60,PISCO,41949,APOSTOL SANTIAGO                                                                                                        ,63.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,7385.0000,103,"Anchoveta, anchoveta peruana, peladilla",7385.0000,
,09-04-2018,60,PISCO,42292,PATRICIA                                                                                                                ,444.82,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,213665.0000,103,"Anchoveta, anchoveta peruana, peladilla",213665.0000,
,09-04-2018,60,PISCO,41028,ISABELLA*                                                                                                               ,390.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,79885.0000,103,"Anchoveta, anchoveta peruana, peladilla",79885.0000,
,09-04-2018,60,PISCO,42845,RAFAELLA                                                                                                                ,401.80,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,166075.0000,103,"Anchoveta, anchoveta peruana, peladilla",166075.0000,
,09-04-2018,60,PISCO,41393,OLGA                                                                                                                    ,538.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,8845.0000,103,"Anchoveta, anchoveta peruana, peladilla",8845.0000,
,03-06-2018,26,CARQUIN,42497,"TIO SAMBITO, TO ZAMBITO                                                                                                 ",100.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,99375.0000,103,"Anchoveta, anchoveta peruana, peladilla",99375.0000,
,03-06-2018,26,CARQUIN,41838,VELA I                                                                                                                  ,110.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,100075.0000,103,"Anchoveta, anchoveta peruana, peladilla",100075.0000,
,04-06-2018,26,CARQUIN,43152,JUANITA 2                                                                                                               ,70.04,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,22575.0000,103,"Anchoveta, anchoveta peruana, peladilla",22575.0000,
,09-04-2018,60,PISCO,43257,"RIMAC, NICOLAS I                                                                                                        ",122.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,113000.0000,103,"Anchoveta, anchoveta peruana, peladilla",113000.0000,
,04-06-2018,26,CARQUIN,41017,MARIA MERCEDES                                                                                                          ,108.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,97540.0000,103,"Anchoveta, anchoveta peruana, peladilla",97540.0000,
,04-06-2018,26,CARQUIN,42042,MILAGROSA CONCEPCION II                                                                                                 ,93.60,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,86870.0000,103,"Anchoveta, anchoveta peruana, peladilla",86870.0000,
,09-04-2018,60,PISCO,42577,"TASA 425, BRAVO 9                                                                                                       ",403.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,264280.0000,103,"Anchoveta, anchoveta peruana, peladilla",264280.0000,
,04-06-2018,26,CARQUIN,41838,VELA I                                                                                                                  ,110.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,88965.0000,103,"Anchoveta, anchoveta peruana, peladilla",88965.0000,
,09-04-2018,60,PISCO,40738,"TASA 414, ESTRELLA                                                                                                      ",421.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,302655.0000,103,"Anchoveta, anchoveta peruana, peladilla",302655.0000,
,05-06-2018,26,CARQUIN,42042,MILAGROSA CONCEPCION II                                                                                                 ,93.60,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,91980.0000,103,"Anchoveta, anchoveta peruana, peladilla",91980.0000,
,05-06-2018,26,CARQUIN,42427,COSTA BRAVA                                                                                                             ,307.17,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,95680.0000,103,"Anchoveta, anchoveta peruana, peladilla",95680.0000,
,06-06-2018,26,CARQUIN,42042,MILAGROSA CONCEPCION II                                                                                                 ,93.60,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,29520.0000,103,"Anchoveta, anchoveta peruana, peladilla",29520.0000,
,06-06-2018,26,CARQUIN,43024,CARIBE                                                                                                                  ,374.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,64000.0000,103,"Anchoveta, anchoveta peruana, peladilla",64000.0000,
,06-06-2018,26,CARQUIN,42427,COSTA BRAVA                                                                                                             ,307.17,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,55520.0000,103,"Anchoveta, anchoveta peruana, peladilla",55520.0000,
,06-06-2018,26,CARQUIN,42446,IPANEMA                                                                                                                 ,374.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,80985.0000,103,"Anchoveta, anchoveta peruana, peladilla",80985.0000,
,09-04-2018,60,PISCO,42904,"TASA 61, SEBASTIAN                                                                                                      ",589.30,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,312745.0000,103,"Anchoveta, anchoveta peruana, peladilla",312745.0000,
,06-06-2018,26,CARQUIN,42765,SAMANCO 3                                                                                                               ,360.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,41045.0000,103,"Anchoveta, anchoveta peruana, peladilla",41045.0000,
,09-04-2018,60,PISCO,42426,"TASA 416, SALKANTAY                                                                                                     ",420.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,302965.0000,103,"Anchoveta, anchoveta peruana, peladilla",302965.0000,
,09-04-2018,60,PISCO,43464,MODESTO 7                                                                                                                                                                                               ,231.38,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,110840.0000,103,"Anchoveta, anchoveta peruana, peladilla",110840.0000,
,14-05-2018,26,CARQUIN,41633,CAJAMARCA 6                                                                                                             ,395.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,349335.0000,103,"Anchoveta, anchoveta peruana, peladilla",349335.0000,
,14-05-2018,26,CARQUIN,43384,DON RAUL IV                                                                                                             ,325.13,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,293507.0000,103,"Anchoveta, anchoveta peruana, peladilla",293507.0000,
,21-05-2018,53,VEGUETA,40726,"TASA 427, ESTHER 7                                                                                                      ",430.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,328230.0000,103,"Anchoveta, anchoveta peruana, peladilla",328230.0000,
,21-05-2018,53,VEGUETA,42526,"TASA 424, BRAVO 4, LUCHO 1, JAVIER                                                                                      ",402.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,388175.0000,103,"Anchoveta, anchoveta peruana, peladilla",388175.0000,
,22-05-2018,53,VEGUETA,41791,"TASA 413, OLMOS II                                                                                                      ",444.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,383655.0000,103,"Anchoveta, anchoveta peruana, peladilla",383655.0000,
,22-05-2018,53,VEGUETA,43260,"TASA 17, RIMAC 4",190.46,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,153415.0000,103,"Anchoveta, anchoveta peruana, peladilla",153415.0000,
,22-05-2018,53,VEGUETA,42526,"TASA 424, BRAVO 4, LUCHO 1, JAVIER                                                                                      ",402.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,379380.0000,103,"Anchoveta, anchoveta peruana, peladilla",379380.0000,
,22-05-2018,53,VEGUETA,41982,"TASA 220, MACABI 3                                                                                                      ",212.86,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,163860.0000,103,"Anchoveta, anchoveta peruana, peladilla",163860.0000,
,22-05-2018,53,VEGUETA,43351,"TASA 412, SECHIN II                                                                                                     ",400.90,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,387180.0000,103,"Anchoveta, anchoveta peruana, peladilla",387180.0000,
,23-05-2018,53,VEGUETA,42903,"TASA 52, SIPESA 62                                                                                                      ",589.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,373890.0000,103,"Anchoveta, anchoveta peruana, peladilla",373890.0000,
,23-05-2018,53,VEGUETA,42985,"TASA 310, ZAÑA                                                                                                          ",332.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,311755.0000,103,"Anchoveta, anchoveta peruana, peladilla",311755.0000,
,23-05-2018,53,VEGUETA,41791,"TASA 413, OLMOS II                                                                                                      ",444.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,406725.0000,103,"Anchoveta, anchoveta peruana, peladilla",406725.0000,
,23-05-2018,53,VEGUETA,41648,"TASA 426, DON ENRIQUE                                                                                                   ",397.36,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,233430.0000,103,"Anchoveta, anchoveta peruana, peladilla",233430.0000,
,23-05-2018,53,VEGUETA,41831,"TASA 42, CARMEN LUISA                                                                                                   ",473.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,345345.0000,103,"Anchoveta, anchoveta peruana, peladilla",345345.0000,
,15-04-2018,30,CALLAO,40940,"CARMEN JUDITH 3, P.J. , TIGRE 2                                                                                         ",193.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,189415.0000,103,"Anchoveta, anchoveta peruana, peladilla",189415.0000,
,15-04-2018,30,CALLAO,40941,"CARMEN JUDITH 4, C.J                                                                                                    ",205.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,200775.0000,103,"Anchoveta, anchoveta peruana, peladilla",200775.0000,
,15-04-2018,30,CALLAO,41270,CAPRICORNIO 5                                                                                                           ,395.25,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,318875.0000,103,"Anchoveta, anchoveta peruana, peladilla",318875.0000,
,16-04-2018,30,CALLAO,41270,CAPRICORNIO 5                                                                                                           ,395.25,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,37705.0000,103,"Anchoveta, anchoveta peruana, peladilla",37705.0000,
,16-04-2018,30,CALLAO,41735,"DON ROBERTH, CAPRICORNIO 10, MARAÑON 5                                                                                  ",198.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,95920.0000,103,"Anchoveta, anchoveta peruana, peladilla",95920.0000,
,16-04-2018,30,CALLAO,41273,CAPRICORNIO 9                                                                                                           ,96.40,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,11720.0000,103,"Anchoveta, anchoveta peruana, peladilla",11720.0000,
,16-04-2018,30,CALLAO,41272,CAPRICORNIO 7                                                                                                           ,104.60,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,47600.0000,103,"Anchoveta, anchoveta peruana, peladilla",47600.0000,
,16-04-2018,30,CALLAO,40850,CECI                                                                                                                    ,141.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,41635.0000,103,"Anchoveta, anchoveta peruana, peladilla",41635.0000,
,16-04-2018,30,CALLAO,41392,MILPAZ                                                                                                                  ,202.66,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,166290.0000,103,"Anchoveta, anchoveta peruana, peladilla",166290.0000,
,16-04-2018,30,CALLAO,42760,"NATALIE, NATALY, DENNIS, GUAÑAPE 5                                                                                      ",252.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,52800.0000,103,"Anchoveta, anchoveta peruana, peladilla",52800.0000,
,30-05-2018,26,CARQUIN,40903,PONTEVEDRA                                                                                                              ,104.30,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,42760.0000,103,"Anchoveta, anchoveta peruana, peladilla",42760.0000,
